Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
UPSRTC - BLY0115,Janrath AC Seater 2+2,06:01,11:30,05h 29m,620.0,36 Seats available,4.8,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - SRG0039,Ordinary Non AC Seater 2+3,07:00,12:36,05h 36m,429.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - BLY0650,Janrath AC Seater 2+3,07:05,12:20,05h 15m,542.0,48 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - RKD0034,Janrath AC Seater 2+2,08:00,13:30,05h 30m,620.0,36 Seats available,4.6,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - BRT0064,Ordinary Non AC Seater 2+3,08:00,14:15,06h 15m,429.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - GRH0025,Ordinary Non AC Seater 2+3,08:30,15:45,07h 15m,429.0,51 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - RBL0066,Ordinary Non AC Seater 2+3,09:00,15:00,06h 00m,429.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - BRT0065,Ordinary Non AC Seater 2+3,09:00,15:15,06h 15m,390.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - SRD1031,Janrath AC Seater 2+3,11:01,16:55,05h 54m,542.0,48 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - SRD1021,Janrath AC Seater 2+2,12:01,17:45,05h 44m,570.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - RKD0030,Janrath AC Seater 2+2,13:30,19:00,05h 30m,620.0,36 Seats available,4.2,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - BLY0128,Janrath AC Seater 2+2,14:01,20:00,05h 59m,620.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - CMP0045,Ordinary Non AC Seater 2+3,14:30,21:30,07h 00m,383.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
RSRTC - 195955,Express Non AC Seater 2+3,12:00,17:00,05h 00m,319.0,42 Seats available,3.6,https://www.redbus.in/bus-tickets/bareilly-to-agra,Bareilly (Uttar Pradesh) to Agra
RSRTC - 195742,A/C Seater / Sleeper (2+1),23:59,06:30,06h 31m,664.0,36 Seats available,2.4,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
International Tourist Centre,VE A/C Seater / Sleeper (2+1),22:25,05:25,07h 00m,740.0,31 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:00,05:00,06h 00m,699.0,28 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),23:00,03:45,04h 45m,391.0,42 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:50,05:30,05h 40m,699.0,30 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
Laxmi holidays,VE A/C Sleeper (2+1),23:30,05:15,05h 45m,699.0,28 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
Laxmi holidays,VE A/C Seater / Sleeper (2+1),22:30,04:30,06h 00m,537.0,30 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),23:00,03:30,04h 30m,517.0,41 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),06:00,12:00,06h 00m,495.0,29 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),22:00,05:00,07h 00m,499.0,40 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
UPSRTC - CVL0022,Ordinary Non AC Seater 2+3,07:30,13:10,05h 40m,291.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - CVL0040,Janrath AC Seater 2+2,08:01,13:10,05h 09m,433.0,36 Seats available,4.9,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - CVL0042,Janrath AC Seater 2+2,09:01,14:10,05h 09m,433.0,36 Seats available,4.0,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - CVL0036,Janrath AC Seater 2+3,10:01,15:10,05h 09m,375.0,48 Seats available,2.6,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - CVL0038,Janrath AC Seater 2+3,11:01,16:00,04h 59m,375.0,48 Seats available,1.2,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - BND0044,Ordinary Non AC Seater 2+3,11:15,15:15,04h 00m,291.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - JNP0182,Ordinary Non AC Seater 2+3,12:30,16:44,04h 14m,291.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - JNP0338,Ordinary Non AC Seater 2+3,12:31,16:45,04h 14m,291.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - JNP0359,Ordinary Non AC Seater 2+3,12:32,16:46,04h 14m,265.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - AZR0345,Janrath AC Seater 2+2,14:02,19:05,05h 03m,433.0,35 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
RS YADAV SMART BUS,Bharat Benz A/C Seater /Sleeper (2+1),22:45,05:55,07h 10m,949.0,25 Seats available,4.9,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),01:15,06:30,05h 15m,699.0,12 Seats available,4.2,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi(Uttar Pradesh) to Kanpur (Uttar Pradesh)
Samreen Travels,AC Sleeper (2+1),01:30,06:30,05h 00m,950.0,21 Seats available,3.7,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi(Uttar Pradesh) to Kanpur (Uttar Pradesh)
Jai Shrinath Ji Ki Travels,A/C Sleeper (2+1),01:40,06:15,04h 35m,952.0,6 Seats available,4.2,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi(Uttar Pradesh) to Kanpur (Uttar Pradesh)
Hans Travels (I) Private Limited,A/C Sleeper (2+1),02:05,07:05,05h 00m,1100.0,23 Seats available,3.4,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi(Uttar Pradesh) to Kanpur (Uttar Pradesh)
Raj Kalpana Travels Pvt.Ltd,A/C Sleeper (2+1),02:45,07:00,04h 15m,989.0,6 Seats available,4.2,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi(Uttar Pradesh) to Kanpur (Uttar Pradesh)
Hans Travels (I) Private Limited,NON A/C Sleeper (2+1),03:05,07:20,04h 15m,800.0,13 Seats available,3.4,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi(Uttar Pradesh) to Kanpur (Uttar Pradesh)
Hans Travels (I) Private Limited,NON A/C Sleeper (2+1),03:35,07:45,04h 10m,900.0,14 Seats available,3.4,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi(Uttar Pradesh) to Kanpur (Uttar Pradesh)
Shatabdi Travels,Bharat Benz A/C Sleeper (2+1),23:45,04:45,05h 00m,899.0,17 Seats available,3.7,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi(Uttar Pradesh) to Kanpur (Uttar Pradesh)
Kamla Travels,Non A/C Seater / Sleeper (2+1),23:55,05:00,05h 05m,900.0,10 Seats available,3.2,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi(Uttar Pradesh) to Kanpur (Uttar Pradesh)
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),23:59,04:14,04h 15m,699.0,1 Seat available,3.7,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi(Uttar Pradesh) to Kanpur (Uttar Pradesh)
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:55,06:00,06h 05m,679.0,36 Seats available,4.6,https://www.redbus.in/bus-tickets/mathura-to-lucknow,Mathura to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),15:00,21:30,06h 30m,400.0,33 Seats available,4.5,https://www.redbus.in/bus-tickets/mathura-to-lucknow,Mathura to Lucknow
Raj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),15:45,21:15,05h 30m,799.0,30 Seats available,4.2,https://www.redbus.in/bus-tickets/mathura-to-lucknow,Mathura to Lucknow
BT Travels,VE A/C Seater / Sleeper (2+1),14:28,19:10,04h 42m,759.0,34 Seats available,4.5,https://www.redbus.in/bus-tickets/mathura-to-lucknow,Mathura to Lucknow
RS YADAV SMART BUS,VE A/C Seater / Sleeper (2+1),20:20,01:25,05h 05m,999.0,42 Seats available,4.8,https://www.redbus.in/bus-tickets/mathura-to-lucknow,Mathura to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),00:10,06:30,06h 20m,1129.0,2 Seats available,4.8,https://www.redbus.in/bus-tickets/mathura-to-lucknow,Mathura to Lucknow
RAJ KALPANA TRAVELS PRIVATE LIMITED,Bharat Benz A/C Seater /Sleeper (2+1),12:45,18:00,05h 15m,1000.0,25 Seats available,3.3,https://www.redbus.in/bus-tickets/mathura-to-lucknow,Mathura to Lucknow
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:15,04:05,05h 50m,959.0,27 Seats available,4.8,https://www.redbus.in/bus-tickets/mathura-to-lucknow,Mathura to Lucknow
Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),19:00,23:45,04h 45m,989.0,33 Seats available,4.7,https://www.redbus.in/bus-tickets/mathura-to-lucknow,Mathura to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:30,04:00,05h 30m,720.0,36 Seats available,4.2,https://www.redbus.in/bus-tickets/mathura-to-lucknow,Mathura to Lucknow
PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:30,05:30,07h 00m,850.0,20 Seats available,4.7,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,04:45,06h 15m,599.0,27 Seats available,4.0,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Yolo Bus,A/C Seater / Sleeper (2+1),22:00,05:38,07h 38m,640.0,34 Seats available,4.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),20:00,01:45,05h 45m,1799.0,38 Seats available,4.0,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Raj Kalpana Travels Pvt.Ltd,A/C Seater / Sleeper (2+1),16:30,23:00,06h 30m,1999.0,30 Seats available,4.5,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Safar Express,A/C Seater / Sleeper (2+1),16:05,23:30,07h 25m,1499.0,38 Seats available,0.0,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:00,23:45,06h 45m,949.0,19 Seats available,3.2,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Sethi Yatra Company,A/C Seater / Sleeper (2+1),16:00,23:50,07h 50m,760.0,18 Seats available,3.6,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:00,01:30,06h 30m,949.0,27 Seats available,2.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
HIGHWAY STAR TRAVEL & CARGO,A/C Seater/Sleeper (2+1),17:05,00:15,07h 10m,1519.0,28 Seats available,1.8,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - STD0554,Ordinary Non AC Seater 2+3,05:33,12:04,06h 31m,429.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - SRG0233,Ordinary Non AC Seater 2+3,06:00,11:45,05h 45m,435.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - BLY0115,Janrath AC Seater 2+2,06:01,11:30,05h 29m,620.0,36 Seats available,4.8,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - SRG0039,Ordinary Non AC Seater 2+3,07:00,12:36,05h 36m,429.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - BLY0650,Janrath AC Seater 2+3,07:05,12:20,05h 15m,542.0,48 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - RKD0034,Janrath AC Seater 2+2,08:00,13:30,05h 30m,620.0,36 Seats available,4.6,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - BRT0064,Ordinary Non AC Seater 2+3,08:00,14:15,06h 15m,429.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - GRH0025,Ordinary Non AC Seater 2+3,08:30,15:45,07h 15m,429.0,51 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - BRT0065,Ordinary Non AC Seater 2+3,09:00,15:15,06h 15m,390.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - RBL0066,Ordinary Non AC Seater 2+3,09:00,15:00,06h 00m,429.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - SRD1031,Janrath AC Seater 2+3,11:01,16:55,05h 54m,542.0,48 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - SRD1021,Janrath AC Seater 2+2,12:01,17:45,05h 44m,570.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - RKD0030,Janrath AC Seater 2+2,13:30,19:00,05h 30m,620.0,36 Seats available,4.2,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - BLY0128,Janrath AC Seater 2+2,14:01,20:00,05h 59m,620.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - CMP0045,Ordinary Non AC Seater 2+3,14:30,21:30,07h 00m,383.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
RSRTC - 195955,Express Non AC Seater 2+3,12:00,17:00,05h 00m,319.0,42 Seats available,3.6,https://www.redbus.in/bus-tickets/bareilly-to-agra,Bareilly (Uttar Pradesh) to Agra
RSRTC - 195742,A/C Seater / Sleeper (2+1),23:59,06:30,06h 31m,664.0,36 Seats available,2.4,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
International Tourist Centre,VE A/C Seater / Sleeper (2+1),22:25,05:25,07h 00m,740.0,31 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:00,05:00,06h 00m,699.0,28 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
AdVIP LUXURY TRIPS,Scania Multi-Axle AC Semi Sleeper (2+2),23:40,05:40,06h 00m,679.0,43 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),23:00,03:45,04h 45m,391.0,42 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:50,05:30,05h 40m,699.0,30 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
Laxmi holidays,VE A/C Sleeper (2+1),23:30,05:15,05h 45m,699.0,28 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),23:00,03:30,04h 30m,517.0,41 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
Laxmi holidays,VE A/C Seater / Sleeper (2+1),22:30,04:30,06h 00m,537.0,30 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),06:00,12:00,06h 00m,495.0,29 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
UPSRTC - CVL0022,Ordinary Non AC Seater 2+3,07:30,13:10,05h 40m,291.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - CVL0040,Janrath AC Seater 2+2,08:01,13:10,05h 09m,433.0,36 Seats available,4.9,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - CVL0042,Janrath AC Seater 2+2,09:01,14:10,05h 09m,433.0,36 Seats available,4.0,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - CVL0036,Janrath AC Seater 2+3,10:01,15:10,05h 09m,375.0,48 Seats available,2.6,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - CVL0038,Janrath AC Seater 2+3,11:01,16:00,04h 59m,375.0,48 Seats available,1.2,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - BND0044,Ordinary Non AC Seater 2+3,11:15,15:15,04h 00m,291.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - JNP0182,Ordinary Non AC Seater 2+3,12:30,16:44,04h 14m,291.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - JNP0338,Ordinary Non AC Seater 2+3,12:31,16:45,04h 14m,291.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - JNP0359,Ordinary Non AC Seater 2+3,12:32,16:46,04h 14m,265.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
UPSRTC - AZR0345,Janrath AC Seater 2+2,14:02,19:05,05h 03m,433.0,35 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Prayagraj(Uttar Pradesh) to Azamgarh
RS YADAV SMART BUS,Bharat Benz A/C Seater /Sleeper (2+1),22:45,05:55,07h 10m,949.0,25 Seats available,4.9,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
SBSTC-DURGAPUR - HABRA - VIA - DUNLOP - 14:05 (DGP DEPOT - 243,Non AC Seater (2+3),14:05,17:35,03h 30m,155.0,39 Seats available,3.8,https://www.redbus.in/bus-tickets/durgapur-to-barasat-west-bengal,Durgapur (West Bengal) to Barasat (West Bengal)
WBTC (CTC) Habra - Barasat - Durgapur - Asansol - 100|14:25,Non AC Seater (2+3),14:25,17:25,03h 00m,147.0,46 Seats available,3.9,https://www.redbus.in/bus-tickets/durgapur-to-barasat-west-bengal,Durgapur (West Bengal) to Barasat (West Bengal)
City Queen Bus Service,Non AC Seater (2+2),21:30,07:30,10h 00m,285.0,18 Seats available,2.2,https://www.redbus.in/bus-tickets/kolkata-to-purulia,Kolkata to Purulia
City Queen Bus Service,Non AC Seater (2+2),20:50,05:00,08h 10m,250.0,14 Seats available,2.2,https://www.redbus.in/bus-tickets/kolkata-to-purulia,Kolkata to Purulia
WBTC (CTC) HABRA-DIGHA via Bally - 26|12:45,Non AC Seater (2+3),12:45,15:40,02h 55m,87.0,37 Seats available,4.7,https://www.redbus.in/bus-tickets/habra-to-kolaghat,Habra to Kolaghat
Gogol City Service,AC Seater (2+3),12:50,15:35,02h 45m,149.0,58 Seats available,4.0,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
Gogol City Service,AC Seater (2+3),13:30,16:15,02h 45m,149.0,39 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
Satadal Travels,A/C Seater (2+2),14:55,18:15,03h 20m,153.0,42 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
Satadal Travels,A/C Seater (2+2),14:56,18:15,03h 19m,170.0,44 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
Diamond City Service,A/C Executive (2+3),15:10,18:55,03h 45m,170.0,36 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
Droupadi City Service,A/C Seater (2+3),15:20,18:10,02h 50m,180.0,60 Seats available,3.0,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
Swapna Paribahan,Non AC Seater (2+3),16:55,21:25,04h 30m,150.0,23 Seats available,3.0,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
Droupadi Paribahan,A/C Seater (2+3),14:10,16:58,02h 48m,160.0,59 Seats available,2.7,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
KRISHNAKALI,A/C Seater (2+3),14:45,17:30,02h 45m,165.0,61 Seats available,2.2,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
Droupadi Bus Service,Non AC Seater (2+3),16:20,19:10,02h 50m,121.0,54 Seats available,2.7,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
SBSTC-DURGAPUR - HABRA - VIA - DUNLOP - 14:05 (DGP DEPOT - 243,Non AC Seater (2+3),14:05,17:35,03h 30m,155.0,39 Seats available,3.8,https://www.redbus.in/bus-tickets/durgapur-to-barasat-west-bengal,Durgapur (West Bengal) to Barasat (West Bengal)
WBTC (CTC) Habra - Barasat - Durgapur - Asansol - 100|14:25,Non AC Seater (2+3),14:25,17:25,03h 00m,147.0,46 Seats available,3.9,https://www.redbus.in/bus-tickets/durgapur-to-barasat-west-bengal,Durgapur (West Bengal) to Barasat (West Bengal)
City Queen Bus Service,Non AC Seater (2+2),21:30,07:30,10h 00m,285.0,18 Seats available,2.2,https://www.redbus.in/bus-tickets/kolkata-to-purulia,Kolkata to Purulia
City Queen Bus Service,Non AC Seater (2+2),20:50,05:00,08h 10m,250.0,14 Seats available,2.2,https://www.redbus.in/bus-tickets/kolkata-to-purulia,Kolkata to Purulia
